0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,1
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,2
21,2
22,2
23,2
24,1
25,1
26,2
27,2
28,0
29,0
30,0
31,0
32,2
33,2
34,0
35,1
36,1
37,2
38,2
39,2
40,1
41,2
42,2
43,0
44,1
45,2
46,2
47,0
48,1
49,2
50,2
51,2
52,1
53,2
54,2
55,2
56,1
57,2
58,2
59,2
60,2
61,2
62,2
63,0
64,2
65,1
66,1
67,1
68,1
69,2
70,1
71,2
72,2
73,1
74,1
75,2
76,1
77,2
78,1
79,2
80,2
81,1
82,2
83,1
84,2
85,2
86,0
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,0
95,0
96,0
97,1
98,0
99,0
100,1
101,2
102,0
103,2
104,1
105,0
106,0
107,2
108,0
109,1
110,1
111,1
112,1
113,0
114,1
115,1
116,2
117,2
118,2
119,0
120,2
121,1
122,1
123,1
124,2
125,1
126,1
127,2
128,1
129,0
130,1
131,2
132,2
133,1
134,2
135,1
136,2
137,2
138,2
139,0
140,1
141,1
142,1
143,0
144,2
145,0
146,0
147,2
148,0
149,2
150,0
151,0
152,0
153,2
154,1
155,1
156,0
157,2
158,2
159,0
160,2
161,0
162,2
163,0
164,1
165,2
166,2
167,1
168,1
169,1
170,1
171,2
172,1
173,0
174,0
175,0
176,0
177,0
178,1
179,2
180,0
181,1
182,2
183,1
184,1
185,1
186,1
187,0
188,2
189,1
190,1
191,1
192,2
193,1
194,1
195,0
196,2
197,1
198,1
199,0
200,2
201,1
202,0
203,0
204,2
205,1
206,1
207,1
208,3
209,2
210,0
211,2
212,0
213,1
214,1
215,2
216,1
217,2
218,1
219,1
220,3
221,2
222,0
223,1
224,1
225,0
226,1
227,1
228,1
229,4
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,1
239,0
240,0
241,1
242,1
243,0
244,1
245,1
246,0
247,1
248,1
249,1
250,0
251,0
252,1
253,1
254,1
