package name,class name,method name,method signature
javacard.security,InitializedMessageDigest,setInitialDigest,(byte[];short;short;byte[];short;short)
javacard.security,InitializedMessageDigest,reset,()
javacard.security,InitializedMessageDigest,isIntermediateMessageDigestSupported,(byte)
javacard.security,InitializedMessageDigest,doIntermediateMessageDigest,(byte[];short)
javacard.security,InitializedMessageDigest,getInitializedMessageDigestInstance,(byte;boolean)
javacard.security,InitializedMessageDigest,update,(byte[];short;short)
javacard.security,InitializedMessageDigest,doFinal,(byte[];short;short;byte[];short)
javacard.security,Checksum,init,(byte[];short;short)
javacard.security,Checksum,getInstance,(byte;boolean)
javacard.security,Checksum,getAlgorithm,()
javacard.security,Checksum,update,(byte[];short;short)
javacard.security,Checksum,doFinal,(byte[];short;short;byte[];short)
javacard.security,XECKey,getEncodingLength,()
javacard.security,XECKey,getType,()
javacard.security,XECKey,getParams,()
javacard.security,XECKey,setEncoded,(byte[];short;short)
javacard.security,XECKey,getEncoded,(byte[];short)
javacard.security,XECKey,buildXECKey,(javacard.security.NamedParameterSpec;short;boolean)
javacard.security,RandomData.OneShot,setSeed,(byte[];short;short)
javacard.security,RandomData.OneShot,close,()
javacard.security,RandomData.OneShot,generateData,(byte[];short;short)
javacard.security,RandomData.OneShot,getInstance,(byte)
javacard.security,RandomData.OneShot,getInstance,(byte;boolean)
javacard.security,RandomData.OneShot,open,(byte)
javacard.security,RandomData.OneShot,getAlgorithm,()
javacard.security,RandomData.OneShot,nextBytes,(byte[];short;short)
javacard.security,GenericSecretKey,setKey,(byte[];short;short)
javacard.security,GenericSecretKey,getKey,(byte[];short)
javacard.security,GenericSecretKey,getType,()
javacard.security,GenericSecretKey,isInitialized,()
javacard.security,GenericSecretKey,buildKey,(byte;byte;short;boolean)
javacard.security,GenericSecretKey,buildKey,(byte;short;boolean)
javacard.security,GenericSecretKey,clearKey,()
javacard.security,GenericSecretKey,getSize,()
javacard.security,Signature.OneShot,getLength,()
javacard.security,Signature.OneShot,close,()
javacard.security,Signature.OneShot,init,(javacard.security.Key;byte)
javacard.security,Signature.OneShot,init,(javacard.security.Key;byte;byte[];short;short)
javacard.security,Signature.OneShot,verifyPreComputedHash,(byte[];short;short;byte[];short;short)
javacard.security,Signature.OneShot,getCipherAlgorithm,()
javacard.security,Signature.OneShot,sign,(byte[];short;short;byte[];short)
javacard.security,Signature.OneShot,open,(byte;byte;byte)
javacard.security,Signature.OneShot,getInstance,(byte;byte;byte;boolean)
javacard.security,Signature.OneShot,getInstance,(byte;boolean)
javacard.security,Signature.OneShot,getAlgorithm,()
javacard.security,Signature.OneShot,getMessageDigestAlgorithm,()
javacard.security,Signature.OneShot,setInitialDigest,(byte[];short;short;byte[];short;short)
javacard.security,Signature.OneShot,getPaddingAlgorithm,()
javacard.security,Signature.OneShot,signPreComputedHash,(byte[];short;short;byte[];short)
javacard.security,Signature.OneShot,verify,(byte[];short;short;byte[];short;short)
javacard.security,Signature.OneShot,update,(byte[];short;short)
javacard.security,RSAPrivateCrtKey,getPQ,(byte[];short)
javacard.security,RSAPrivateCrtKey,getQ,(byte[];short)
javacard.security,RSAPrivateCrtKey,getP,(byte[];short)
javacard.security,RSAPrivateCrtKey,setQ,(byte[];short;short)
javacard.security,RSAPrivateCrtKey,getType,()
javacard.security,RSAPrivateCrtKey,setP,(byte[];short;short)
javacard.security,RSAPrivateCrtKey,isInitialized,()
javacard.security,RSAPrivateCrtKey,clearKey,()
javacard.security,RSAPrivateCrtKey,getSize,()
javacard.security,RSAPrivateCrtKey,setPQ,(byte[];short;short)
javacard.security,DSAPublicKey,getQ,(byte[];short)
javacard.security,DSAPublicKey,getP,(byte[];short)
javacard.security,DSAPublicKey,setQ,(byte[];short;short)
javacard.security,DSAPublicKey,getType,()
javacard.security,DSAPublicKey,getY,(byte[];short)
javacard.security,DSAPublicKey,setP,(byte[];short;short)
javacard.security,DSAPublicKey,isInitialized,()
javacard.security,DSAPublicKey,setY,(byte[];short;short)
javacard.security,DSAPublicKey,getG,(byte[];short)
javacard.security,DSAPublicKey,clearKey,()
javacard.security,DSAPublicKey,getSize,()
javacard.security,DSAPublicKey,setG,(byte[];short;short)
javacard.security,DESKey,setKey,(byte[];short)
javacard.security,DESKey,getKey,(byte[];short)
javacard.security,DESKey,getType,()
javacard.security,DESKey,isInitialized,()
javacard.security,DESKey,clearKey,()
javacard.security,DESKey,getSize,()
javacard.security,AESKey,setKey,(byte[];short)
javacard.security,AESKey,getKey,(byte[];short)
javacard.security,AESKey,getType,()
javacard.security,AESKey,isInitialized,()
javacard.security,AESKey,clearKey,()
javacard.security,AESKey,getSize,()
javacard.security,CryptoException,throwIt,(short)
javacard.security,CryptoException,setReason,(short)
javacard.security,CryptoException,getReason,()
javacard.security,XECPrivateKey,getEncodingLength,()
javacard.security,XECPrivateKey,getType,()
javacard.security,XECPrivateKey,getParams,()
javacard.security,XECPrivateKey,setEncoded,(byte[];short;short)
javacard.security,XECPrivateKey,isInitialized,()
javacard.security,XECPrivateKey,getEncoded,(byte[];short)
javacard.security,XECPrivateKey,clearKey,()
javacard.security,XECPrivateKey,getSize,()
javacard.security,Key,getType,()
javacard.security,Key,clearKey,()
javacard.security,Key,isInitialized,()
javacard.security,Key,getSize,()
javacard.security,DHPublicKey,getQ,(byte[];short)
javacard.security,DHPublicKey,getP,(byte[];short)
javacard.security,DHPublicKey,setQ,(byte[];short;short)
javacard.security,DHPublicKey,getType,()
javacard.security,DHPublicKey,getY,(byte[];short)
javacard.security,DHPublicKey,setP,(byte[];short;short)
javacard.security,DHPublicKey,isInitialized,()
javacard.security,DHPublicKey,setY,(byte[];short;short)
javacard.security,DHPublicKey,getG,(byte[];short)
javacard.security,DHPublicKey,clearKey,()
javacard.security,DHPublicKey,getSize,()
javacard.security,DHPublicKey,setG,(byte[];short;short)
javacard.security,HMACKey,setKey,(byte[];short;short)
javacard.security,HMACKey,getKey,(byte[];short)
javacard.security,HMACKey,getType,()
javacard.security,HMACKey,isInitialized,()
javacard.security,HMACKey,buildKey,(byte;byte;short;boolean)
javacard.security,HMACKey,buildKey,(byte;short;boolean)
javacard.security,HMACKey,clearKey,()
javacard.security,HMACKey,getSize,()
javacard.security,RSAPublicKey,getModulus,(byte[];short)
javacard.security,RSAPublicKey,getType,()
javacard.security,RSAPublicKey,setExponent,(byte[];short;short)
javacard.security,RSAPublicKey,setModulus,(byte[];short;short)
javacard.security,RSAPublicKey,isInitialized,()
javacard.security,RSAPublicKey,getExponent,(byte[];short)
javacard.security,RSAPublicKey,clearKey,()
javacard.security,RSAPublicKey,getSize,()
javacard.security,KeyPair,getPublic,()
javacard.security,KeyPair,genKeyPair,(javacard.security.AlgorithmParameterSpec)
javacard.security,KeyPair,genKeyPair,()
javacard.security,KeyPair,getPrivate,()
javacard.security,ECPrivateKey,setFieldFP,(byte[];short;short)
javacard.security,ECPrivateKey,getA,(byte[];short)
javacard.security,ECPrivateKey,getType,()
javacard.security,ECPrivateKey,setS,(byte[];short;short)
javacard.security,ECPrivateKey,setK,(short)
javacard.security,ECPrivateKey,isInitialized,()
javacard.security,ECPrivateKey,getG,(byte[];short)
javacard.security,ECPrivateKey,getK,()
javacard.security,ECPrivateKey,copyDomainParametersFrom,(javacard.security.ECKey)
javacard.security,ECPrivateKey,getR,(byte[];short)
javacard.security,ECPrivateKey,setR,(byte[];short;short)
javacard.security,ECPrivateKey,getField,(byte[];short)
javacard.security,ECPrivateKey,setA,(byte[];short;short)
javacard.security,ECPrivateKey,getSize,()
javacard.security,ECPrivateKey,setG,(byte[];short;short)
javacard.security,ECPrivateKey,setB,(byte[];short;short)
javacard.security,ECPrivateKey,getB,(byte[];short)
javacard.security,ECPrivateKey,clearKey,()
javacard.security,ECPrivateKey,getS,(byte[];short)
javacard.security,KoreanSEEDKey,setKey,(byte[];short)
javacard.security,KoreanSEEDKey,getKey,(byte[];short)
javacard.security,KoreanSEEDKey,getType,()
javacard.security,KoreanSEEDKey,isInitialized,()
javacard.security,KoreanSEEDKey,clearKey,()
javacard.security,KoreanSEEDKey,getSize,()
javacard.security,Signature,getLength,()
javacard.security,Signature,init,(javacard.security.Key;byte)
javacard.security,Signature,init,(javacard.security.Key;byte;byte[];short;short)
javacard.security,Signature,verifyPreComputedHash,(byte[];short;short;byte[];short;short)
javacard.security,Signature,getCipherAlgorithm,()
javacard.security,Signature,getInstance,(byte;byte;byte;boolean)
javacard.security,Signature,getInstance,(byte;boolean)
javacard.security,Signature,sign,(byte[];short;short;byte[];short)
javacard.security,Signature,getAlgorithm,()
javacard.security,Signature,getMessageDigestAlgorithm,()
javacard.security,Signature,setInitialDigest,(byte[];short;short;byte[];short;short)
javacard.security,Signature,getPaddingAlgorithm,()
javacard.security,Signature,signPreComputedHash,(byte[];short;short;byte[];short)
javacard.security,Signature,verify,(byte[];short;short;byte[];short;short)
javacard.security,Signature,update,(byte[];short;short)
javacard.security,XECPublicKey,getEncodingLength,()
javacard.security,XECPublicKey,getType,()
javacard.security,XECPublicKey,getParams,()
javacard.security,XECPublicKey,setEncoded,(byte[];short;short)
javacard.security,XECPublicKey,isInitialized,()
javacard.security,XECPublicKey,getEncoded,(byte[];short)
javacard.security,XECPublicKey,clearKey,()
javacard.security,XECPublicKey,getSize,()
javacard.security,PublicKey,getType,()
javacard.security,PublicKey,clearKey,()
javacard.security,PublicKey,isInitialized,()
javacard.security,PublicKey,getSize,()
javacard.security,RSAPrivateKey,getModulus,(byte[];short)
javacard.security,RSAPrivateKey,getType,()
javacard.security,RSAPrivateKey,setExponent,(byte[];short;short)
javacard.security,RSAPrivateKey,setModulus,(byte[];short;short)
javacard.security,RSAPrivateKey,isInitialized,()
javacard.security,RSAPrivateKey,getExponent,(byte[];short)
javacard.security,RSAPrivateKey,clearKey,()
javacard.security,RSAPrivateKey,getSize,()
javacard.security,PrivateKey,getType,()
javacard.security,PrivateKey,clearKey,()
javacard.security,PrivateKey,isInitialized,()
javacard.security,PrivateKey,getSize,()
javacard.security,KeyBuilder,buildKeyWithSharedDomain,(byte;byte;javacard.security.Key;boolean)
javacard.security,KeyBuilder,getType,()
javacard.security,KeyBuilder,buildKey,(byte;short;boolean)
javacard.security,KeyBuilder,buildKey,(byte;byte;short;boolean)
javacard.security,KeyBuilder,buildXECKey,(javacard.security.NamedParameterSpec;short;boolean)
javacard.security,KeyBuilder,getMemoryType,(javacard.security.Key)
javacard.security,MessageDigest.OneShot,getLength,()
javacard.security,MessageDigest.OneShot,close,()
javacard.security,MessageDigest.OneShot,getInstance,(byte;boolean)
javacard.security,MessageDigest.OneShot,open,(byte)
javacard.security,MessageDigest.OneShot,getAlgorithm,()
javacard.security,MessageDigest.OneShot,reset,()
javacard.security,MessageDigest.OneShot,isIntermediateMessageDigestSupported,(byte)
javacard.security,MessageDigest.OneShot,doIntermediateMessageDigest,(byte[];short)
javacard.security,MessageDigest.OneShot,getInitializedMessageDigestInstance,(byte;boolean)
javacard.security,MessageDigest.OneShot,update,(byte[];short;short)
javacard.security,MessageDigest.OneShot,doFinal,(byte[];short;short;byte[];short)
javacard.security,DHPrivateKey,getQ,(byte[];short)
javacard.security,DHPrivateKey,getP,(byte[];short)
javacard.security,DHPrivateKey,setQ,(byte[];short;short)
javacard.security,DHPrivateKey,getSize,()
javacard.security,DHPrivateKey,getType,()
javacard.security,DHPrivateKey,setP,(byte[];short;short)
javacard.security,DHPrivateKey,isInitialized,()
javacard.security,DHPrivateKey,getG,(byte[];short)
javacard.security,DHPrivateKey,clearKey,()
javacard.security,DHPrivateKey,getX,(byte[];short)
javacard.security,DHPrivateKey,setX,(byte[];short;short)
javacard.security,DHPrivateKey,setG,(byte[];short;short)
javacard.security,ECKey,getK,()
javacard.security,ECKey,setFieldFP,(byte[];short;short)
javacard.security,ECKey,getA,(byte[];short)
javacard.security,ECKey,getB,(byte[];short)
javacard.security,ECKey,copyDomainParametersFrom,(javacard.security.ECKey)
javacard.security,ECKey,setR,(byte[];short;short)
javacard.security,ECKey,buildKeyWithSharedDomain,(byte;byte;javacard.security.Key;boolean)
javacard.security,ECKey,setK,(short)
javacard.security,ECKey,getR,(byte[];short)
javacard.security,ECKey,getField,(byte[];short)
javacard.security,ECKey,getG,(byte[];short)
javacard.security,ECKey,setA,(byte[];short;short)
javacard.security,ECKey,setG,(byte[];short;short)
javacard.security,ECKey,setB,(byte[];short;short)
javacard.security,SM2KeyAgreementParameterSpec,getLength,()
javacard.security,SM2KeyAgreementParameterSpec,getResponderID,()
javacard.security,SM2KeyAgreementParameterSpec,init,(javacard.security.PrivateKey;javacard.security.AlgorithmParameterSpec)
javacard.security,SM2KeyAgreementParameterSpec,isInitiator,()
javacard.security,SM2KeyAgreementParameterSpec,getEphemeralPublicKey,()
javacard.security,SM2KeyAgreementParameterSpec,getInitiatorID,()
javacard.security,SM2KeyAgreementParameterSpec,getEphemeralPrivateKey,()
javacard.security,SM2KeyAgreementParameterSpec,getConfirmationValue,()
javacard.security,InitializedMessageDigest.OneShot,getLength,()
javacard.security,InitializedMessageDigest.OneShot,close,()
javacard.security,InitializedMessageDigest.OneShot,getInstance,(byte;boolean)
javacard.security,InitializedMessageDigest.OneShot,open,(byte)
javacard.security,InitializedMessageDigest.OneShot,getAlgorithm,()
javacard.security,InitializedMessageDigest.OneShot,setInitialDigest,(byte[];short;short;byte[];short;short)
javacard.security,InitializedMessageDigest.OneShot,reset,()
javacard.security,InitializedMessageDigest.OneShot,isIntermediateMessageDigestSupported,(byte)
javacard.security,InitializedMessageDigest.OneShot,doIntermediateMessageDigest,(byte[];short)
javacard.security,InitializedMessageDigest.OneShot,getInitializedMessageDigestInstance,(byte;boolean)
javacard.security,InitializedMessageDigest.OneShot,update,(byte[];short;short)
javacard.security,InitializedMessageDigest.OneShot,doFinal,(byte[];short;short;byte[];short)
javacard.security,ECPublicKey,setFieldFP,(byte[];short;short)
javacard.security,ECPublicKey,getA,(byte[];short)
javacard.security,ECPublicKey,getType,()
javacard.security,ECPublicKey,setK,(short)
javacard.security,ECPublicKey,isInitialized,()
javacard.security,ECPublicKey,getG,(byte[];short)
javacard.security,ECPublicKey,getK,()
javacard.security,ECPublicKey,copyDomainParametersFrom,(javacard.security.ECKey)
javacard.security,ECPublicKey,getR,(byte[];short)
javacard.security,ECPublicKey,setR,(byte[];short;short)
javacard.security,ECPublicKey,setW,(byte[];short;short)
javacard.security,ECPublicKey,getField,(byte[];short)
javacard.security,ECPublicKey,setA,(byte[];short;short)
javacard.security,ECPublicKey,getSize,()
javacard.security,ECPublicKey,setG,(byte[];short;short)
javacard.security,ECPublicKey,setB,(byte[];short;short)
javacard.security,ECPublicKey,getB,(byte[];short)
javacard.security,ECPublicKey,getW,(byte[];short)
javacard.security,ECPublicKey,clearKey,()
javacard.security,MessageDigest,getLength,()
javacard.security,MessageDigest,getInstance,(byte;byte;byte;boolean)
javacard.security,MessageDigest,getInstance,(byte;boolean)
javacard.security,MessageDigest,getAlgorithm,()
javacard.security,MessageDigest,reset,()
javacard.security,MessageDigest,isIntermediateMessageDigestSupported,(byte)
javacard.security,MessageDigest,doIntermediateMessageDigest,(byte[];short)
javacard.security,MessageDigest,getInitializedMessageDigestInstance,(byte;boolean)
javacard.security,MessageDigest,update,(byte[];short;short)
javacard.security,MessageDigest,doFinal,(byte[];short;short;byte[];short)
javacard.security,DHKey,getQ,(byte[];short)
javacard.security,DHKey,getP,(byte[];short)
javacard.security,DHKey,setQ,(byte[];short;short)
javacard.security,DHKey,setP,(byte[];short;short)
javacard.security,DHKey,getG,(byte[];short)
javacard.security,DHKey,setG,(byte[];short;short)
javacard.security,NamedParameterSpec,getSize,()
javacard.security,NamedParameterSpec,getEncodingLength,()
javacard.security,NamedParameterSpec,getType,()
javacard.security,NamedParameterSpec,getInstance,(short)
javacard.security,NamedParameterSpec,setEncoded,(byte[];short;short)
javacard.security,NamedParameterSpec,getEncoded,(byte[];short)
javacard.security,NamedParameterSpec,buildXECKey,(javacard.security.NamedParameterSpec;short;boolean)
javacard.security,NamedParameterSpec,getName,()
javacard.security,KeyAgreement,init,(javacard.security.PrivateKey)
javacard.security,KeyAgreement,init,(javacard.security.PrivateKey;javacard.security.AlgorithmParameterSpec)
javacard.security,KeyAgreement,getInstance,(byte;boolean)
javacard.security,KeyAgreement,getAlgorithm,()
javacard.security,KeyAgreement,getEncoded,(byte[];short)
javacard.security,KeyAgreement,buildXECKey,(javacard.security.NamedParameterSpec;short;boolean)
javacard.security,KeyAgreement,generateSecret,(byte[];short;short;byte[];short)
javacard.security,SecretKey,getType,()
javacard.security,SecretKey,clearKey,()
javacard.security,SecretKey,isInitialized,()
javacard.security,SecretKey,getSize,()
javacard.security,RandomData,setSeed,(byte[];short;short)
javacard.security,RandomData,generateData,(byte[];short;short)
javacard.security,RandomData,getInstance,(byte)
javacard.security,RandomData,getInstance,(byte;boolean)
javacard.security,RandomData,getAlgorithm,()
javacard.security,RandomData,nextBytes,(byte[];short;short)
javacard.security,SM4Key,setKey,(byte[];short)
javacard.security,SM4Key,getKey,(byte[];short)
javacard.security,SM4Key,getType,()
javacard.security,SM4Key,isInitialized,()
javacard.security,SM4Key,clearKey,()
javacard.security,SM4Key,getSize,()
javacard.security,DSAKey,getQ,(byte[];short)
javacard.security,DSAKey,getP,(byte[];short)
javacard.security,DSAKey,setQ,(byte[];short;short)
javacard.security,DSAKey,setP,(byte[];short;short)
javacard.security,DSAKey,getG,(byte[];short)
javacard.security,DSAKey,setG,(byte[];short;short)
javacard.security,AlgorithmParameterSpec
javacard.security,SignatureMessageRecovery,getLength,()
javacard.security,SignatureMessageRecovery,init,(javacard.security.Key;byte)
javacard.security,SignatureMessageRecovery,sign,(byte[];short;short;byte[];short;short[];short)
javacard.security,SignatureMessageRecovery,getInstance,(byte;byte;byte;boolean)
javacard.security,SignatureMessageRecovery,getInstance,(byte;boolean)
javacard.security,SignatureMessageRecovery,getAlgorithm,()
javacard.security,SignatureMessageRecovery,beginVerify,(byte[];short;short)
javacard.security,SignatureMessageRecovery,verify,(byte[];short;short)
javacard.security,SignatureMessageRecovery,update,(byte[];short;short)
javacard.security,DSAPrivateKey,getQ,(byte[];short)
javacard.security,DSAPrivateKey,getP,(byte[];short)
javacard.security,DSAPrivateKey,setQ,(byte[];short;short)
javacard.security,DSAPrivateKey,getSize,()
javacard.security,DSAPrivateKey,getType,()
javacard.security,DSAPrivateKey,setP,(byte[];short;short)
javacard.security,DSAPrivateKey,isInitialized,()
javacard.security,DSAPrivateKey,getG,(byte[];short)
javacard.security,DSAPrivateKey,clearKey,()
javacard.security,DSAPrivateKey,getX,(byte[];short)
javacard.security,DSAPrivateKey,setX,(byte[];short;short)
javacard.security,DSAPrivateKey,setG,(byte[];short;short)
javacard.security,PrimalityTestParamSpec,getType,()
javacard.security,PrimalityTestParamSpec,getRounds,()
javacard.security,PrimalityTestParamSpec,genKeyPair,(javacard.security.AlgorithmParameterSpec)
javacardx.security.cert,Certificate,getType,()
javacardx.security.cert,Certificate,verify,(javacard.security.PublicKey)
javacardx.security.cert,Certificate,getPublicKey,()
javacardx.security.cert,CertificateParser.KeyHandler,getName,()
javacardx.security.cert,CertificateParser.KeyHandler,onKey,(byte;short)
javacardx.security.cert,CertificateParser.KeyHandler,getPublicKey,()
javacardx.security.cert,CertificateParser.KeyHandler,getType,()
javacardx.security.cert,CertificateParser.KeyHandler,getSize,()
javacardx.security.cert,CertificateParser.KeyHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser.KeyHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,CertificateParser.KeyHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser.KeyHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,X509Certificate,getExtensions,(javacardx.security.cert.X509Certificate.ExtensionHandler)
javacardx.security.cert,X509Certificate,getPublicKey,()
javacardx.security.cert,X509Certificate,getType,()
javacardx.security.cert,X509Certificate,onExtension,(byte[];boolean;byte[])
javacardx.security.cert,X509Certificate,getField,(short)
javacardx.security.cert,X509Certificate,getExtension,(byte[];short;short)
javacardx.security.cert,X509Certificate,verify,(javacard.security.PublicKey)
javacardx.security.cert,X509Certificate,getVersion,()
javacardx.security.cert,CertificateParser,onKey,(byte;short)
javacardx.security.cert,CertificateParser,getInstance,(short)
javacardx.security.cert,CertificateParser,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,CertificateParser,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,CertificateParser.ParserHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser.ParserHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,CertificateParser.ParserHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser.ParserHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,CertificateException,throwIt,(short)
javacardx.security.cert,CertificateException,setReason,(short)
javacardx.security.cert,CertificateException,getReason,()
javacardx.security.cert,X509Certificate.ExtensionHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,X509Certificate.ExtensionHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,X509Certificate.ExtensionHandler,onExtension,(byte[];boolean;byte[])
javacardx.security.cert,X509Certificate.FieldHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,X509Certificate.FieldHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,X509Certificate.FieldHandler,onField,(short;byte[])
java.rmi,Remote
javacardx.annotations,StringDef,value,()
javacardx.annotations,StringDef,name,()
javacardx.annotations,StringDef,reference,()
javacardx.annotations,StringPool,export,()
javacardx.annotations,StringPool,value,()
javacardx.annotations,StringPool,name,()
javacardx.annotations,StringPool,reference,()
javacardx.framework.time,DateTimeException,throwIt,(short)
javacardx.framework.time,DateTimeException,setReason,(short)
javacardx.framework.time,DateTimeException,getReason,()
javacardx.framework.time,SysTime,uptime,(javacardx.framework.time.TimeDuration)
javacardx.framework.time,TimeDuration,isNegative,()
javacardx.framework.time,TimeDuration,neg,()
javacardx.framework.time,TimeDuration,minus,(javacardx.framework.time.TimeDuration)
javacardx.framework.time,TimeDuration,minus,(short;short)
javacardx.framework.time,TimeDuration,abs,()
javacardx.framework.time,TimeDuration,compareTo,(javacardx.framework.time.TimeDuration)
javacardx.framework.time,TimeDuration,compareTo,(short;short)
javacardx.framework.time,TimeDuration,toBytes,(byte[];short;short;short)
javacardx.framework.time,TimeDuration,getInstance,(byte)
javacardx.framework.time,TimeDuration,getInstance,(byte;short;short)
javacardx.framework.time,TimeDuration,set,(byte[];short;short;short)
javacardx.framework.time,TimeDuration,plus,(javacardx.framework.time.TimeDuration)
javacardx.framework.time,TimeDuration,plus,(short;short)
javacardx.framework.time,TimeDuration,reset,()
javacardx.framework.time,TimeDuration,getMemoryType,()
javacardx.framework.time,TimeDuration,getByteLength,(short)
javacardx.biometry,OwnerBioTemplate,getPublicTemplateData,(short;byte[];short;short)
javacardx.biometry,OwnerBioTemplate,getBioType,()
javacardx.biometry,OwnerBioTemplate,getTriesRemaining,()
javacardx.biometry,OwnerBioTemplate,getVersion,(byte[];short)
javacardx.biometry,OwnerBioTemplate,init,(byte[];short;short)
javacardx.biometry,OwnerBioTemplate,isValidated,()
javacardx.biometry,OwnerBioTemplate,match,(byte[];short;short)
javacardx.biometry,OwnerBioTemplate,isInitialized,()
javacardx.biometry,OwnerBioTemplate,clear,()
javacardx.biometry,OwnerBioTemplate,reset,()
javacardx.biometry,OwnerBioTemplate,initMatch,(byte[];short;short)
javacardx.biometry,OwnerBioTemplate,resetUnblockAndSetTryLimit,(byte)
javacardx.biometry,OwnerBioTemplate,update,(byte[];short;short)
javacardx.biometry,OwnerBioTemplate,doFinal,()
javacardx.biometry,BioBuilder,buildBioTemplate,(byte;byte)
javacardx.biometry,BioBuilder,buildBioTemplate,(byte;byte;byte[];byte)
javacardx.biometry,SharedBioTemplate,getPublicTemplateData,(short;byte[];short;short)
javacardx.biometry,SharedBioTemplate,getBioType,()
javacardx.biometry,SharedBioTemplate,isValidated,()
javacardx.biometry,SharedBioTemplate,match,(byte[];short;short)
javacardx.biometry,SharedBioTemplate,isInitialized,()
javacardx.biometry,SharedBioTemplate,reset,()
javacardx.biometry,SharedBioTemplate,initMatch,(byte[];short;short)
javacardx.biometry,SharedBioTemplate,getTriesRemaining,()
javacardx.biometry,SharedBioTemplate,getVersion,(byte[];short)
javacardx.biometry,BioTemplate,getPublicTemplateData,(short;byte[];short;short)
javacardx.biometry,BioTemplate,getBioType,()
javacardx.biometry,BioTemplate,isValidated,()
javacardx.biometry,BioTemplate,match,(byte[];short;short)
javacardx.biometry,BioTemplate,isInitialized,()
javacardx.biometry,BioTemplate,reset,()
javacardx.biometry,BioTemplate,initMatch,(byte[];short;short)
javacardx.biometry,BioTemplate,getTriesRemaining,()
javacardx.biometry,BioTemplate,getVersion,(byte[];short)
javacardx.biometry,BioException,throwIt,(short)
javacardx.biometry,BioException,setReason,(short)
javacardx.biometry,BioException,getReason,()
javacardx.apdu,ExtendedLength
javacardx.crypto,KeyEncryption,setKeyCipher,(javacardx.crypto.Cipher)
javacardx.crypto,KeyEncryption,getKeyCipher,()
javacardx.crypto,AEADCipher,verifyTag,(byte[];short;short;short)
javacardx.crypto,AEADCipher,init,(javacard.security.Key;byte)
javacardx.crypto,AEADCipher,init,(javacard.security.Key;byte;byte[];short;short)
javacardx.crypto,AEADCipher,init,(javacard.security.Key;byte;byte[];short;short;short;short;short)
javacardx.crypto,AEADCipher,getCipherAlgorithm,()
javacardx.crypto,AEADCipher,getInstance,(byte;byte;boolean)
javacardx.crypto,AEADCipher,getInstance,(byte;boolean)
javacardx.crypto,AEADCipher,getAlgorithm,()
javacardx.crypto,AEADCipher,retrieveTag,(byte[];short;short)
javacardx.crypto,AEADCipher,getPaddingAlgorithm,()
javacardx.crypto,AEADCipher,updateAAD,(byte[];short;short)
javacardx.crypto,AEADCipher,update,(byte[];short;short;byte[];short)
javacardx.crypto,AEADCipher,doFinal,(byte[];short;short;byte[];short)
javacardx.crypto,Cipher,init,(javacard.security.Key;byte)
javacardx.crypto,Cipher,init,(javacard.security.Key;byte;byte[];short;short)
javacardx.crypto,Cipher,getCipherAlgorithm,()
javacardx.crypto,Cipher,getInstance,(byte;byte;byte;boolean)
javacardx.crypto,Cipher,getInstance,(byte;byte;boolean)
javacardx.crypto,Cipher,getInstance,(byte;boolean)
javacardx.crypto,Cipher,getAlgorithm,()
javacardx.crypto,Cipher,getPaddingAlgorithm,()
javacardx.crypto,Cipher,update,(byte[];short;short;byte[];short)
javacardx.crypto,Cipher,doFinal,(byte[];short;short;byte[];short)
javacardx.crypto,Cipher.OneShot,close,()
javacardx.crypto,Cipher.OneShot,init,(javacard.security.Key;byte)
