0,0,141671,92001,96401,89940,172262,295317,238020,1403071,582675

1,0,91777,96339,89955,172149,295339,238023,1403077,582754

2,0,91792,96437,89979,172314,295136,238072,1403238,582777

3,0,141814,91804,96397,89949,172096,295313,238006,1402531,582811

4,0,141645,91823,96433,90003,172056,295310,237956,1403227,582805

5,0,91811,96377,89982,172185,295316,238017,1403482,582805

6,0,91833,96439,90174,172274,295206,238069,1403611,583038

7,0,141650,91819,96589,89979,172168,295174,237995,1403045,582846

8,0,141650,91835,96434,90139,172095,295151,238075,1403268,582930

9,0,91856,96531,89962,172414,295194,237991,1403199,578621

10,0,141603,91807,96377,89954,172132,295111,237981,1403019,578650

