0,0
1,1
2,1
3,1
4,0
5,2
6,1
7,3
8,3
9,3
10,1
11,3
12,3
13,3
14,1
15,1
16,3
17,3
18,1
19,1
20,3
21,3
22,1
23,3
24,3
25,3
26,3
27,1
28,3
29,3
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,3
38,3
39,3
40,3
41,3
42,1
43,1
44,1
45,1
46,3
47,3
48,3
49,3
50,3
51,3
52,3
53,3
54,3
55,3
56,1
57,4
58,1
59,3
60,3
61,3
62,3
63,3
64,3
65,3
66,1
67,1
68,1
69,3
70,1
71,1
72,3
73,1
74,1
75,1
76,3
77,1
78,3
79,0
80,3
81,3
82,3
83,3
84,3
85,1
86,1
87,1
88,1
89,1
90,3
91,1
92,3
93,3
94,3
95,3
96,3
97,3
98,1
99,3
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,1
112,1
113,3
114,3
115,1
116,3
117,3
118,1
119,3
120,1
121,3
122,1
123,1
124,1
125,3
126,3
127,3
128,1
129,3
130,3
131,3
132,3
133,3
134,0
135,3
136,3
137,1
138,3
139,3
140,1
141,1
142,3
143,3
144,1
145,3
146,3
147,1
148,1
149,3
150,3
151,3
152,1
153,3
154,3
155,3
156,1
157,1
158,1
159,3
160,3
161,3
162,3
163,3
164,1
165,1
166,3
167,1
168,3
169,3
170,3
171,1
172,3
173,1
174,3
175,1
176,3
177,3
178,1
179,3
180,3
181,1
182,3
183,3
184,1
185,1
186,3
187,1
188,3
189,3
190,1
191,1
192,3
193,3
194,1
195,1
196,3
197,1
198,3
199,1
200,3
201,5
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,3
211,1
212,1
213,3
214,3
215,3
216,3
217,3
218,3
219,3
220,3
221,3
222,1
223,1
224,3
225,3
226,3
227,3
228,1
229,3
230,1
231,3
232,3
233,3
234,3
235,3
236,3
237,3
238,3
239,3
240,3
241,3
242,1
243,1
244,3
245,1
246,3
247,3
248,1
249,1
250,3
251,3
252,3
253,3
254,3
