AID,package name,class token,class name,class access flags,method/field,token,name,access flags,signature/type,value
A000000062010101,javacard.framework.service,5,CardRemoteObject,public,method,1,export,static public,void(java.rmi.remote)
A000000062010101,javacard.framework.service,5,CardRemoteObject,public,method,2,unexport,static public,void(java.rmi.remote)
A000000062010101,javacard.framework.service,5,CardRemoteObject,public,method,0,equals,public,boolean(java.lang.object)
A000000062010101,javacard.framework.service,6,Dispatcher,public,method,0,<init>,public,void(short)
A000000062010101,javacard.framework.service,6,Dispatcher,public,method,0,equals,public,boolean(java.lang.object)
A000000062010101,javacard.framework.service,6,Dispatcher,public,method,1,addService,public,void(javacard.framework.service.service;byte)
A000000062010101,javacard.framework.service,6,Dispatcher,public,method,2,removeService,public,void(javacard.framework.service.service;byte)
A000000062010101,javacard.framework.service,6,Dispatcher,public,method,3,dispatch,public,java.lang.exception(javacard.framework.apdu;byte)
A000000062010101,javacard.framework.service,6,Dispatcher,public,method,4,process,public,void(javacard.framework.apdu)
A000000062010101,javacard.framework.service,6,Dispatcher,public,field,255,PROCESS_NONE,static public final,byte,0
A000000062010101,javacard.framework.service,6,Dispatcher,public,field,255,PROCESS_INPUT_DATA,static public final,byte,1
A000000062010101,javacard.framework.service,6,Dispatcher,public,field,255,PROCESS_COMMAND,static public final,byte,2
A000000062010101,javacard.framework.service,6,Dispatcher,public,field,255,PROCESS_OUTPUT_DATA,static public final,byte,3
A000000062010101,javacard.framework.service,7,ServiceException,public,method,0,<init>,public,void(short)
A000000062010101,javacard.framework.service,7,ServiceException,public,method,1,throwIt,static public,void(short)
A000000062010101,javacard.framework.service,7,ServiceException,public,method,0,equals,public,boolean(java.lang.object)
A000000062010101,javacard.framework.service,7,ServiceException,public,method,1,getReason,public,short()
A000000062010101,javacard.framework.service,7,ServiceException,public,method,2,setReason,public,void(short)
A000000062010101,javacard.framework.service,7,ServiceException,public,field,255,ILLEGAL_PARAM,static public final,short,1
A000000062010101,javacard.framework.service,7,ServiceException,public,field,255,DISPATCH_TABLE_FULL,static public final,short,2
A000000062010101,javacard.framework.service,7,ServiceException,public,field,255,COMMAND_DATA_TOO_LONG,static public final,short,3
A000000062010101,javacard.framework.service,7,ServiceException,public,field,255,CANNOT_ACCESS_IN_COMMAND,static public final,short,4
A000000062010101,javacard.framework.service,7,ServiceException,public,field,255,CANNOT_ACCESS_OUT_COMMAND,static public final,short,5
A000000062010101,javacard.framework.service,7,ServiceException,public,field,255,COMMAND_IS_FINISHED,static public final,short,6
A000000062010101,javacard.framework.service,7,ServiceException,public,field,255,REMOTE_OBJECT_NOT_EXPORTED,static public final,short,7
A0000000620102,javacard.security,0,Key,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,0,Key,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,0,Key,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,0,Key,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,4,SecretKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,4,SecretKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,4,SecretKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,4,SecretKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,1,DSAKey,public abstract interface,method,0,getG,public abstract,short(byte[];short)
A0000000620102,javacard.security,1,DSAKey,public abstract interface,method,1,getP,public abstract,short(byte[];short)
A0000000620102,javacard.security,1,DSAKey,public abstract interface,method,2,getQ,public abstract,short(byte[];short)
A0000000620102,javacard.security,1,DSAKey,public abstract interface,method,3,setG,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,1,DSAKey,public abstract interface,method,4,setP,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,1,DSAKey,public abstract interface,method,5,setQ,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,2,PrivateKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,2,PrivateKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,2,PrivateKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,2,PrivateKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,3,PublicKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,3,PublicKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,3,PublicKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,3,PublicKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,0,setFieldFP,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,1,setFieldF2M,public abstract,void(short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,2,setFieldF2M,public abstract,void(short;short;short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,3,setA,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,4,setB,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,5,setG,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,6,setR,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,7,setK,public abstract,void(short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,8,getField,public abstract,short(byte[];short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,9,getA,public abstract,short(byte[];short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,10,getB,public abstract,short(byte[];short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,11,getG,public abstract,short(byte[];short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,12,getR,public abstract,short(byte[];short)
A0000000620102,javacard.security,17,ECKey,public abstract interface,method,13,getK,public abstract,short()
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,4,setFieldFP,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,5,setFieldF2M,public abstract,void(short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,6,setFieldF2M,public abstract,void(short;short;short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,7,setA,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,8,setB,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,9,setG,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,10,setR,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,11,setK,public abstract,void(short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,12,getField,public abstract,short(byte[];short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,13,getA,public abstract,short(byte[];short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,14,getB,public abstract,short(byte[];short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,15,getG,public abstract,short(byte[];short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,16,getR,public abstract,short(byte[];short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,17,getK,public abstract,short()
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,18,setS,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,18,ECPrivateKey,public abstract interface,method,19,getS,public abstract,short(byte[];short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,4,setFieldFP,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,5,setFieldF2M,public abstract,void(short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,6,setFieldF2M,public abstract,void(short;short;short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,7,setA,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,8,setB,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,9,setG,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,10,setR,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,11,setK,public abstract,void(short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,12,getField,public abstract,short(byte[];short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,13,getA,public abstract,short(byte[];short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,14,getB,public abstract,short(byte[];short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,15,getG,public abstract,short(byte[];short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,16,getR,public abstract,short(byte[];short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,17,getK,public abstract,short()
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,18,setW,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,19,ECPublicKey,public abstract interface,method,19,getW,public abstract,short(byte[];short)
A0000000620102,javacard.security,23,HMACKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,23,HMACKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,23,HMACKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,23,HMACKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,23,HMACKey,public abstract interface,method,4,setKey,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,23,HMACKey,public abstract interface,method,5,getKey,public abstract,byte(byte[];short)
A0000000620102,javacard.security,10,DESKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,10,DESKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,10,DESKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,10,DESKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,10,DESKey,public abstract interface,method,4,getKey,public abstract,byte(byte[];short)
A0000000620102,javacard.security,10,DESKey,public abstract interface,method,5,setKey,public abstract,void(byte[];short)
A0000000620102,javacard.security,24,KoreanSEEDKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,24,KoreanSEEDKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,24,KoreanSEEDKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,24,KoreanSEEDKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,24,KoreanSEEDKey,public abstract interface,method,4,setKey,public abstract,void(byte[];short)
A0000000620102,javacard.security,24,KoreanSEEDKey,public abstract interface,method,5,getKey,public abstract,byte(byte[];short)
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,4,getG,public abstract,short(byte[];short)
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,5,getP,public abstract,short(byte[];short)
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,6,getQ,public abstract,short(byte[];short)
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,7,setG,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,8,setP,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,9,setQ,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,10,getX,public abstract,short(byte[];short)
A0000000620102,javacard.security,5,DSAPrivateKey,public abstract interface,method,11,setX,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,4,getG,public abstract,short(byte[];short)
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,5,getP,public abstract,short(byte[];short)
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,6,getQ,public abstract,short(byte[];short)
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,7,setG,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,8,setP,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,9,setQ,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,10,getY,public abstract,short(byte[];short)
A0000000620102,javacard.security,6,DSAPublicKey,public abstract interface,method,11,setY,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,4,getDP1,public abstract,short(byte[];short)
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,5,getDQ1,public abstract,short(byte[];short)
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,6,getP,public abstract,short(byte[];short)
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,7,getPQ,public abstract,short(byte[];short)
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,8,getQ,public abstract,short(byte[];short)
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,9,setDP1,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,10,setDQ1,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,11,setP,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,12,setPQ,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,7,RSAPrivateCrtKey,public abstract interface,method,13,setQ,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,8,RSAPrivateKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,8,RSAPrivateKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,8,RSAPrivateKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,8,RSAPrivateKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,8,RSAPrivateKey,public abstract interface,method,4,getExponent,public abstract,short(byte[];short)
A0000000620102,javacard.security,8,RSAPrivateKey,public abstract interface,method,5,getModulus,public abstract,short(byte[];short)
A0000000620102,javacard.security,8,RSAPrivateKey,public abstract interface,method,6,setExponent,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,8,RSAPrivateKey,public abstract interface,method,7,setModulus,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,9,RSAPublicKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,9,RSAPublicKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,9,RSAPublicKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,9,RSAPublicKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,9,RSAPublicKey,public abstract interface,method,4,getExponent,public abstract,short(byte[];short)
A0000000620102,javacard.security,9,RSAPublicKey,public abstract interface,method,5,getModulus,public abstract,short(byte[];short)
A0000000620102,javacard.security,9,RSAPublicKey,public abstract interface,method,6,setExponent,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,9,RSAPublicKey,public abstract interface,method,7,setModulus,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,20,AESKey,public abstract interface,method,0,clearKey,public abstract,void()
A0000000620102,javacard.security,20,AESKey,public abstract interface,method,1,getSize,public abstract,short()
A0000000620102,javacard.security,20,AESKey,public abstract interface,method,2,getType,public abstract,byte()
A0000000620102,javacard.security,20,AESKey,public abstract interface,method,3,isInitialized,public abstract,boolean()
A0000000620102,javacard.security,20,AESKey,public abstract interface,method,4,setKey,public abstract,void(byte[];short)
A0000000620102,javacard.security,20,AESKey,public abstract interface,method,5,getKey,public abstract,byte(byte[];short)
A0000000620102,javacard.security,25,SignatureMessageRecovery,public abstract interface,method,0,init,public abstract,void(javacard.security.key;byte)
A0000000620102,javacard.security,25,SignatureMessageRecovery,public abstract interface,method,1,beginVerify,public abstract,short(byte[];short;short)
A0000000620102,javacard.security,25,SignatureMessageRecovery,public abstract interface,method,2,sign,public abstract,short(byte[];short;short;byte[];short;short[];short)
A0000000620102,javacard.security,25,SignatureMessageRecovery,public abstract interface,method,3,verify,public abstract,boolean(byte[];short;short)
A0000000620102,javacard.security,25,SignatureMessageRecovery,public abstract interface,method,4,getAlgorithm,public abstract,byte()
A0000000620102,javacard.security,25,SignatureMessageRecovery,public abstract interface,method,5,getLength,public abstract,short()
A0000000620102,javacard.security,25,SignatureMessageRecovery,public abstract interface,method,6,update,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,11,MessageDigest,public abstract,method,0,getInstance,static public final,javacard.security.messagedigest(byte;boolean)
A0000000620102,javacard.security,11,MessageDigest,public abstract,method,2,getInitializedMessageDigestInstance,static public final,javacard.security.initializedmessagedigest(byte;boolean)
A0000000620102,javacard.security,11,MessageDigest,public abstract,method,1,<init>,protected,void()
A0000000620102,javacard.security,11,MessageDigest,public abstract,method,0,equals,public,boolean(java.lang.object)
A0000000620102,javacard.security,11,MessageDigest,public abstract,method,1,doFinal,public abstract,short(byte[];short;short;byte[];short)
A0000000620102,javacard.security,11,MessageDigest,public abstract,method,2,getAlgorithm,public abstract,byte()
A0000000620102,javacard.security,11,MessageDigest,public abstract,method,3,getLength,public abstract,byte()
A0000000620102,javacard.security,11,MessageDigest,public abstract,method,4,reset,public abstract,void()
A0000000620102,javacard.security,11,MessageDigest,public abstract,method,5,update,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,ALG_NULL,static public final,byte,0
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,ALG_SHA,static public final,byte,1
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,ALG_MD5,static public final,byte,2
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,ALG_RIPEMD160,static public final,byte,3
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,ALG_SHA_256,static public final,byte,4
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,ALG_SHA_384,static public final,byte,5
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,ALG_SHA_512,static public final,byte,6
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,ALG_SHA_224,static public final,byte,7
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,LENGTH_MD5,static public final,byte,16
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,LENGTH_RIPEMD160,static public final,byte,20
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,LENGTH_SHA,static public final,byte,20
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,LENGTH_SHA_224,static public final,byte,28
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,LENGTH_SHA_256,static public final,byte,32
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,LENGTH_SHA_384,static public final,byte,48
A0000000620102,javacard.security,11,MessageDigest,public abstract,field,255,LENGTH_SHA_512,static public final,byte,64
A0000000620102,javacard.security,21,Checksum,public abstract,method,0,getInstance,static public final,javacard.security.checksum(byte;boolean)
A0000000620102,javacard.security,21,Checksum,public abstract,method,1,<init>,protected,void()
A0000000620102,javacard.security,21,Checksum,public abstract,method,0,equals,public,boolean(java.lang.object)
A0000000620102,javacard.security,21,Checksum,public abstract,method,1,init,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,21,Checksum,public abstract,method,2,getAlgorithm,public abstract,byte()
A0000000620102,javacard.security,21,Checksum,public abstract,method,3,doFinal,public abstract,short(byte[];short;short;byte[];short)
A0000000620102,javacard.security,21,Checksum,public abstract,method,4,update,public abstract,void(byte[];short;short)
A0000000620102,javacard.security,21,Checksum,public abstract,field,255,ALG_ISO3309_CRC16,static public final,byte,1
A0000000620102,javacard.security,21,Checksum,public abstract,field,255,ALG_ISO3309_CRC32,static public final,byte,2
A0000000620102,javacard.security,22,KeyAgreement,public abstract,method,0,getInstance,static public final,javacard.security.keyagreement(byte;boolean)
A0000000620102,javacard.security,22,KeyAgreement,public abstract,method,1,<init>,protected,void()
A0000000620102,javacard.security,22,KeyAgreement,public abstract,method,0,equals,public,boolean(java.lang.object)
A0000000620102,javacard.security,22,KeyAgreement,public abstract,method,1,init,public abstract,void(javacard.security.privatekey)
A0000000620102,javacard.security,22,KeyAgreement,public abstract,method,2,getAlgorithm,public abstract,byte()
A0000000620102,javacard.security,22,KeyAgreement,public abstract,method,3,generateSecret,public abstract,short(byte[];short;short;byte[];short)
A0000000620102,javacard.security,22,KeyAgreement,public abstract,field,255,ALG_EC_SVDP_DH,static public final,byte,1
A0000000620102,javacard.security,22,KeyAgreement,public abstract,field,255,ALG_EC_SVDP_DH_KDF,static public final,byte,1
A0000000620102,javacard.security,22,KeyAgreement,public abstract,field,255,ALG_EC_SVDP_DHC,static public final,byte,2
A0000000620102,javacard.security,22,KeyAgreement,public abstract,field,255,ALG_EC_SVDP_DHC_KDF,static public final,byte,2
A0000000620102,javacard.security,22,KeyAgreement,public abstract,field,255,ALG_EC_SVDP_DH_PLAIN,static public final,byte,3
A0000000620102,javacard.security,22,KeyAgreement,public abstract,field,255,ALG_EC_SVDP_DHC_PLAIN,static public final,byte,4
A0000000620102,javacard.security,13,KeyBuilder,public,method,0,buildKey,static public,javacard.security.key(byte;short;boolean)
A0000000620102,javacard.security,13,KeyBuilder,public,method,1,buildKey,static public,javacard.security.key(byte;byte;short;boolean)
A0000000620102,javacard.security,13,KeyBuilder,public,method,0,equals,public,boolean(java.lang.object)
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_DES_TRANSIENT_RESET,static public final,byte,1
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_DES_TRANSIENT_DESELECT,static public final,byte,2
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_DES,static public final,byte,3
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_RSA_PUBLIC,static public final,byte,4
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_RSA_PRIVATE,static public final,byte,5
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_RSA_CRT_PRIVATE,static public final,byte,6
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_DSA_PUBLIC,static public final,byte,7
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_DSA_PRIVATE,static public final,byte,8
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_EC_F2M_PUBLIC,static public final,byte,9
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_EC_F2M_PRIVATE,static public final,byte,10
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_EC_FP_PUBLIC,static public final,byte,11
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_EC_FP_PRIVATE,static public final,byte,12
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_AES_TRANSIENT_RESET,static public final,byte,13
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_AES_TRANSIENT_DESELECT,static public final,byte,14
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_AES,static public final,byte,15
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_KOREAN_SEED_TRANSIENT_RESET,static public final,byte,16
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_KOREAN_SEED_TRANSIENT_DESELECT,static public final,byte,17
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_KOREAN_SEED,static public final,byte,18
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_HMAC_TRANSIENT_RESET,static public final,byte,19
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_HMAC_TRANSIENT_DESELECT,static public final,byte,20
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_HMAC,static public final,byte,21
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_RSA_PRIVATE_TRANSIENT_RESET,static public final,byte,22
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_RSA_PRIVATE_TRANSIENT_DESELECT,static public final,byte,23
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_RSA_CRT_PRIVATE_TRANSIENT_RESET,static public final,byte,24
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_RSA_CRT_PRIVATE_TRANSIENT_DESELECT,static public final,byte,25
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_DSA_PRIVATE_TRANSIENT_RESET,static public final,byte,26
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_DSA_PRIVATE_TRANSIENT_DESELECT,static public final,byte,27
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_EC_F2M_PRIVATE_TRANSIENT_RESET,static public final,byte,28
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_EC_F2M_PRIVATE_TRANSIENT_DESELECT,static public final,byte,29
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_EC_FP_PRIVATE_TRANSIENT_RESET,static public final,byte,30
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,TYPE_EC_FP_PRIVATE_TRANSIENT_DESELECT,static public final,byte,31
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,ALG_TYPE_DES,static public final,byte,1
A0000000620102,javacard.security,13,KeyBuilder,public,field,255,ALG_TYPE_AES,static public final,byte,2
