0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,1
9,1
10,2
11,1
12,1
13,1
14,2
15,0
16,1
17,1
18,2
19,2
20,1
21,1
22,2
23,1
24,1
25,1
26,1
27,2
28,1
29,1
30,2
31,2
32,2
33,2
34,0
35,0
36,2
37,1
38,1
39,1
40,1
41,1
42,1
43,2
44,1
45,1
46,1
47,2
48,2
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,2
57,3
58,2
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,0
68,0
69,1
70,0
71,0
72,1
73,2
74,0
75,2
76,1
77,0
78,1
79,1
80,1
81,1
82,2
83,2
84,1
85,1
86,1
87,1
88,2
89,1
90,1
91,0
92,2
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,0
112,1
113,1
114,1
115,0
116,1
117,1
118,1
119,1
120,1
121,1
122,0
123,0
124,0
125,2
126,1
127,1
128,0
129,1
130,2
131,1
132,1
133,1
134,1
135,1
136,1
137,0
138,1
139,0
140,1
141,4
142,1
143,1
144,1
145,1
146,2
147,0
148,0
149,1
150,1
151,0
152,1
153,2
154,1
155,1
156,1
157,1
158,0
159,0
160,1
161,2
162,1
163,1
164,0
165,4
166,1
167,2
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,0
176,1
177,1
178,0
179,1
180,0
181,2
182,2
183,1
184,0
185,1
186,1
187,0
188,1
189,1
190,1
191,1
192,1
193,1
194,0
195,1
196,1
197,0
198,1
199,1
200,1
201,5
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,1
211,0
212,0
213,2
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,0
224,1
225,1
226,1
227,1
228,0
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,0
244,1
245,2
246,1
247,1
248,0
249,0
250,2
251,1
252,1
253,1
254,1
255,1
