0,0,782425,4689996,1481216
0,1,782647,4611746,1917891
0,2,350844,4613006,1917991
0,3,353922,4612519,1917314
0,4,337653,4612061,1917809
0,5,366631,4612288,1917536
0,6,399074,4677941,1917643
0,7,782615,4612886,1918077
0,8,782447,4612444,1917884
0,9,352920,4611952,1918094

1,0,782248,4688227,1746983
1,1,363120,4610982,1917484
1,2,419312,4612198,1917785
1,3,432214,4612041,1918053
1,4,782586,4612278,1918197
1,5,347215,4611167,1917461
1,6,782437,4612280,1918084
1,7,299916,4612217,1917993
1,8,239035,4612888,1918583
1,9,782347,4612967,1918468

2,0,305517,4688700,1918324
2,1,299142,4611431,1917288
2,2,422242,4678168,1918499
2,3,782515,4612797,1917783
2,4,366904,4674667,1917997
2,5,380602,4611647,1918259
2,6,364767,4612517,1917958
2,7,335794,4611727,1917876
2,8,299906,4676431,1918335
2,9,782184,4612019,1917661

3,0,413056,4689910,1918062
3,1,300000,4612245,1917375
3,2,355213,4611999,1918430
3,3,309210,4611725,1917698
3,4,296818,4611975,1918435
3,5,304161,4612639,1917908
3,6,306965,4612038,1918188
3,7,313725,4612505,1918308
3,8,301071,4613077,1918299
3,9,310332,4611958,1918528

4,0,337582,4689365,1918152
4,1,303748,4612402,1918039
4,2,290723,4612433,1918663
4,3,311912,4611816,1917872
4,4,306575,4611854,1918784
4,5,291529,4611049,1917814
4,6,289062,4611713,1918118
4,7,311202,4611780,1918050
4,8,491257,4612311,1918285
4,9,490069,4610794,1917868

5,0,343454,4689493,1918322
5,1,302593,4611277,1917802
5,2,306673,4612804,1918219
5,3,378524,4612181,1918142
5,4,281537,4612320,1918292
5,5,319479,4611179,1917748
5,6,405631,4611258,1918232
5,7,348027,4610903,1918596
5,8,418015,4612482,1918455
5,9,396456,4611615,1918088

6,0,359819,4688818,1918374
6,1,340810,4611626,1917964
6,2,276954,4611691,1918237
6,3,397844,4612222,1917826
6,4,362241,4612974,1918323
6,5,401877,4612465,1918621
6,6,355744,4612651,1918918
6,7,280752,4611647,1918468
6,8,304244,4612180,1918438
6,9,308812,4611092,1917912

7,0,400606,4688266,1900248
7,1,395226,4610755,1900250
7,2,375915,4612325,1900736
7,3,319322,4611063,1900094
7,4,318650,4612312,1900945
7,5,340842,4610622,1900418
7,6,362062,4611777,1900610
7,7,290857,4611525,1900302
7,8,323188,4612014,1900807
7,9,390043,4611109,1900704

8,0,329486,4688726,1900415
8,1,519740,4611214,1900630
8,2,378791,4610904,1900624
8,3,324960,4610678,1900097
8,4,330436,4612597,1900445
8,5,309146,4611754,1900777
8,6,327858,4612449,1901130
8,7,343808,4610620,1900748
8,8,430948,4611554,1901136
8,9,513857,4610523,1900459

